;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
22;sector_coupling;power-to-heat;Installed power[GW];0.8;12.6;16.1;22.0;14.9;20.4;27.0
