;Category;Subcategory;Subsubcategory;Scenario A 2037;Scenario A 2045;Scenario B 2037;Scenario B 2045;Scenario C 2037;Scenario C 2045
Price of CO2 emissions;markets;CO2-prices [EUR per t];empty;160.1;199.5;160.1;199.5;160.1;199.5
