;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
21;sector_coupling;ecars;Number of vehicles[mln];1.2;25.2;31.7;31.7;34.8;37.3;37.3
