;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
26;storage_flexibility;solar_batteries;Installed power[GW];1.3;67.4;67.4;67.4;97.7;97.7;113.4
