;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
23;sector_coupling;heatpumps;Number of devices in HH and CTS[mln];1.2;14.3;14.3;14.3;16.3;16.3;16.3
