;Category;Subcategory;Subsubcategory;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
0;energy_consumption;net_electricity;Energy demand in industrial sector[TWh];267.5;334.0;352.0;310.5;382.9;469.0
