;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
28;storage_flexibility;demand side mgmt;Installed power[GW];1.2;5.0;7.2;7.2;8.9;12.0;12.0
