;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
27;storage_flexibility;utility_batteries;Installed power[GW];0.5;23.7;23.7;24.2;43.3;43.3;54.5
