;Category;Subcategory;Subsubcategory;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
0;storage_flexibility;demand side mgmt;marketparticipation_households[%];0.5;1.0;0.75;0.75;1.0;1.0
