;Category;Subcategory;Subsubcategory;As-is 2020/21;Scenario A 2037;Scenario B 2037;Scenario C 2037;Scenario A 2045;Scenario B 2045;Scenario C 2045
24;sector_coupling;electrolysis;Installed power[GW];0.1;40.0;26.0;28.0;80.0;50.0;55.0
